,obj_id,image_id,name,x,y,width,height,conf_score,Label
109,109,22,Person10_2.csv,212,54,1573,1855,0.31585,canadaPencil
110,110,22,Person10_2.csv,1331,14,978,1546,0.42838000000000004,cloudSign
111,111,22,Person10_2.csv,1402,14,1301,1600,0.35396,partyFavor
112,112,22,Person10_2.csv,1250,2890,313,1156,0.27454,pinkCandle
113,113,22,Person10_2.csv,11,14,877,2420,0.32945,sign
114,114,23,Person10_20.csv,1311,1896,1724,2151,0.26726,canadaPencil
115,115,23,Person10_20.csv,1240,1304,797,1654,0.43664,cloudSign
116,116,23,Person10_20.csv,1210,1734,837,888,0.30554000000000003,eyeball
117,117,23,Person10_20.csv,1361,2460,1402,1586,0.27148,metalKey
118,118,23,Person10_20.csv,767,1694,2268,2352,0.54538,noisemaker
119,119,23,Person10_20.csv,11,1479,1220,2568,0.44828,partyFavor
120,120,23,Person10_20.csv,353,14,807,1560,0.39494,hairClip
121,121,23,Person10_20.csv,1835,14,1200,3119,0.41101000000000004,yellowBag
122,122,24,Person10_21.csv,1502,1627,1129,2258,0.25953000000000004,cupcakePaper
123,123,24,Person10_21.csv,807,1062,333,1062,0.26691,pinkCandle
124,124,24,Person10_21.csv,535,95,888,3481,0.6133,sign
125,125,25,Person10_22.csv,1230,498,1210,2137,0.33454,birdCall
126,126,25,Person10_22.csv,1543,511,998,2124,0.43138000000000004,cloudSign
127,127,25,Person10_22.csv,1059,390,706,713,0.2993,eyeball
128,128,25,Person10_22.csv,646,2191,202,1129,0.30262,pinkCandle
129,129,25,Person10_22.csv,11,14,948,2702,0.28163,sign
130,130,26,Person10_23.csv,1845,336,847,1855,0.33265,cloudSign
131,131,26,Person10_23.csv,11,95,1986,3952,0.34881,paperPlate
132,132,26,Person10_23.csv,303,578,1321,3145,0.39816,pumpkinNotes
133,133,26,Person10_23.csv,575,1909,817,484,0.32904,blueSunglasses
134,134,27,Person10_24.csv,454,1156,575,1331,0.38064000000000003,cloudSign
135,135,27,Person10_24.csv,1210,14,1291,2084,0.30438000000000004,cupcakePaper
136,136,27,Person10_24.csv,1291,2850,656,928,0.37766,eyeball
137,137,27,Person10_24.csv,918,14,1875,2393,0.37154,pumpkinNotes
138,138,27,Person10_24.csv,968,14,1764,2487,0.54555,yellowBag
139,139,28,Person10_25.csv,807,11,2715,1220,0.29372,canadaPencil
140,140,28,Person10_25.csv,2366,11,1277,1150,0.27079000000000003,cloudSign
141,141,28,Person10_25.csv,753,121,538,827,0.29975,pinkCandle
142,142,28,Person10_25.csv,2688,81,659,2571,0.27271999999999996,sign
143,143,28,Person10_25.csv,672,11,2971,1351,0.52685,silverStraw
144,144,29,Person10_3.csv,1230,498,1210,2137,0.33454,birdCall
145,145,29,Person10_3.csv,1543,511,998,2124,0.43138000000000004,cloudSign
146,146,29,Person10_3.csv,1059,390,706,713,0.2993,eyeball
147,147,29,Person10_3.csv,646,2191,202,1129,0.30262,pinkCandle
148,148,29,Person10_3.csv,11,14,948,2702,0.28163,sign
149,149,30,Person10_4.csv,817,1358,1200,2164,0.29549000000000003,birdCall
150,150,30,Person10_4.csv,2027,901,474,847,0.26543,eyeball
151,151,30,Person10_4.csv,1109,1008,182,1156,0.28589000000000003,pinkCandle
152,152,30,Person10_4.csv,1996,135,545,2877,0.25063,sign
153,153,30,Person10_4.csv,1795,1089,1240,2675,0.27116999999999997,yellowBag
154,154,31,Person10_5.csv,982,11,1183,2914,0.7015,sign
155,155,32,Person10_6.csv,726,454,552,1029,0.32656999999999997,pinkCandle
156,156,32,Person10_6.csv,14,11,2124,2047,0.314,pumpkinNotes
157,157,32,Person10_6.csv,1586,847,565,2188,0.29623,sign
158,158,32,Person10_6.csv,1613,1623,2272,1412,0.36206,yellowBag
159,159,33,Person10_7.csv,1785,1707,1250,2339,0.32899999999999996,birdCall
160,160,33,Person10_7.csv,1392,1801,867,1828,0.27626999999999996,cloudSign
161,161,33,Person10_7.csv,1603,350,928,1922,0.28494,cupcakePaper
162,162,33,Person10_7.csv,1442,2621,787,820,0.27515,eyeball
163,163,33,Person10_7.csv,1392,14,1341,2326,0.37026,pumpkinNotes
164,164,33,Person10_7.csv,1210,14,1694,2809,0.57557,yellowBag
165,165,34,Person10_8.csv,928,780,1392,3266,0.42043,pumpkinNotes
166,166,35,Person10_9.csv,414,1210,696,793,0.29381999999999997,eyeball
167,167,35,Person10_9.csv,1502,390,1533,2944,0.35062,yellowBag
168,168,36,Person11_1.csv,2054,480,1294,678,0.25928,cloudSign
169,169,36,Person11_1.csv,14,6,1400,882,0.31496,cupcakePaper
170,170,36,Person11_1.csv,2520,648,920,384,0.27138,eyeball
171,171,36,Person11_1.csv,1894,558,1640,804,0.29804,metalKey
172,172,36,Person11_1.csv,1174,6,1920,684,0.42572,partyFavor
173,173,36,Person11_1.csv,2814,120,400,654,0.25522,pinkCandle
174,174,36,Person11_1.csv,2534,6,934,1362,0.53333,sign
175,175,37,Person11_10.csv,1667,606,947,690,0.39161999999999997,cloudSign
176,176,37,Person11_10.csv,1574,438,1134,1062,0.28643,cupcakePaper
177,177,37,Person11_10.csv,1627,396,974,384,0.40625,eyeball
178,178,37,Person11_10.csv,1987,690,360,552,0.35623,pinkCandle
179,179,37,Person11_10.csv,1427,90,894,1470,0.45009,sign
180,180,38,Person11_11.csv,3027,966,987,750,0.33737,cloudSign
181,181,38,Person11_11.csv,614,744,1894,1062,0.31966999999999995,cupcakePaper
182,182,38,Person11_11.csv,3040,1050,974,378,0.26191,eyeball
183,183,38,Person11_11.csv,1534,6,1214,1338,0.48463999999999996,sign
184,184,39,Person11_12.csv,627,726,1880,1080,0.35406,cupcakePaper
185,185,39,Person11_12.csv,2760,1014,1080,426,0.31426,eyeball
186,186,39,Person11_12.csv,1894,6,1054,1236,0.5061899999999999,sign
187,187,40,Person11_13.csv,14,498,1427,1200,0.25981,cupcakePaper
188,188,41,Person11_14.csv,14,6,1414,588,0.29628000000000004,cloudSign
189,189,41,Person11_14.csv,2520,924,1494,882,0.31732,cupcakePaper
190,190,41,Person11_14.csv,1787,6,720,1638,0.34343,sign
191,191,42,Person11_15.csv,1934,768,1547,894,0.30221,cloudSign
192,192,42,Person11_15.csv,480,474,1614,1224,0.35724,cupcakePaper
193,193,42,Person11_15.csv,1747,6,800,1776,0.29298,sign
194,194,43,Person11_16.csv,1160,1296,214,384,0.26619,pinkCandle
195,195,43,Person11_16.csv,720,750,1134,1056,0.46626999999999996,sign
196,196,43,Person11_16.csv,2427,858,1134,744,0.46255,hairClip
197,197,44,Person11_17.csv,1654,318,387,522,0.47936999999999996,pinkCandle
198,198,44,Person11_17.csv,1214,6,1280,1362,0.5393600000000001,sign
199,199,44,Person11_17.csv,14,96,1867,1464,0.3824,yellowBag
200,200,45,Person11_18.csv,1867,198,1094,1608,0.26247,canadaPencil
201,201,45,Person11_18.csv,2227,750,347,684,0.47603999999999996,pinkCandle
202,202,45,Person11_18.csv,1614,48,1094,1542,0.575,sign
203,203,45,Person11_18.csv,14,234,2334,1446,0.45386000000000004,yellowBag
204,204,46,Person11_19.csv,1894,294,1614,1044,0.32516,canadaPencil
205,205,46,Person11_19.csv,800,978,1520,828,0.27918000000000004,cupcakePaper
206,206,46,Person11_19.csv,2134,54,614,780,0.33314,pinkCandle
207,207,46,Person11_19.csv,1907,6,1627,1302,0.64507,sign
208,208,46,Person11_19.csv,1854,6,2160,1344,0.25786,silverStraw
209,209,47,Person11_2.csv,1867,378,1120,882,0.31318,cloudSign
210,210,47,Person11_2.csv,14,528,1454,1128,0.33226,cupcakePaper
211,211,47,Person11_2.csv,1347,228,1574,696,0.39061999999999997,metalKey
212,212,48,Person11_20.csv,720,636,1107,630,0.27384000000000003,cloudSign
213,213,48,Person11_20.csv,2094,6,1814,1236,0.40412,cupcakePaper
214,214,48,Person11_20.csv,1067,72,400,516,0.30364,pinkCandle
215,215,48,Person11_20.csv,747,6,1054,948,0.52341,sign
216,216,48,Person11_20.csv,2240,972,320,240,0.5314300000000001,lavenderDie
217,217,49,Person11_21.csv,1707,744,1987,1062,0.28943,cupcakePaper
218,218,49,Person11_21.csv,947,162,1267,1578,0.35841,sign
219,219,50,Person11_22.csv,1960,822,360,540,0.28603,pinkCandle
220,220,50,Person11_22.csv,1014,438,1107,1368,0.52687,sign
221,221,51,Person11_23.csv,1374,162,1547,810,0.30646999999999996,birdCall
222,222,51,Person11_23.csv,2280,414,254,600,0.25803000000000004,pinkCandle
223,223,51,Person11_23.csv,1320,180,1614,1050,0.55088,pumpkinNotes
224,224,51,Person11_23.csv,2320,6,1347,1200,0.37327,sign
225,225,51,Person11_23.csv,1520,390,1827,918,0.36429,trophy
226,226,51,Person11_23.csv,1640,696,1014,270,0.35694000000000004,blueSunglasses
227,227,51,Person11_23.csv,1267,330,1160,768,0.41853999999999997,hairClip
228,228,52,Person11_24.csv,254,1416,1454,390,0.26978,eyeball
229,229,52,Person11_24.csv,827,918,347,606,0.31348000000000004,pinkCandle
230,230,53,Person11_25.csv,1827,516,1787,1290,0.2834,canadaPencil
231,231,53,Person11_25.csv,1467,1014,1360,792,0.46673000000000003,cloudSign
232,232,53,Person11_25.csv,94,1242,1267,492,0.27748,eyeball
233,233,53,Person11_25.csv,2240,696,387,798,0.41039,pinkCandle
234,234,53,Person11_25.csv,1640,6,1600,984,0.50779,pumpkinNotes
235,235,53,Person11_25.csv,2307,438,827,1368,0.36151,sign
236,236,54,Person11_26.csv,1547,690,1200,774,0.44418,cloudSign
237,237,54,Person11_26.csv,2014,588,267,738,0.34529,pinkCandle
238,238,55,Person11_27.csv,1267,534,1147,846,0.47428000000000003,cloudSign
239,239,55,Person11_27.csv,1974,360,307,702,0.32048000000000004,pinkCandle
240,240,55,Person11_27.csv,94,456,1227,1350,0.39348,sign
241,241,55,Person11_27.csv,1280,642,1160,378,0.26531,blueSunglasses
242,242,56,Person11_28.csv,2120,576,1160,738,0.55604,cloudSign
243,243,56,Person11_28.csv,2200,594,467,498,0.3816,pinkCandle
244,244,56,Person11_28.csv,2947,1236,1067,570,0.30446,redWhistle
245,245,56,Person11_28.csv,347,6,1307,1482,0.5586800000000001,sign
246,246,57,Person11_29.csv,1534,1134,1240,672,0.43488999999999994,cloudSign
247,247,57,Person11_29.csv,2680,438,1334,1368,0.36025999999999997,sign
248,248,57,Person11_29.csv,3107,1146,907,660,0.28543,hairClip
249,249,58,Person11_3.csv,1067,630,1027,414,0.39409,eyeball
250,250,59,Person11_30.csv,840,6,1454,840,0.42112,cloudSign
251,251,59,Person11_30.csv,2747,912,467,630,0.27455,pinkCandle
252,252,59,Person11_30.csv,534,630,1494,1176,0.28386999999999996,pumpkinNotes
253,253,59,Person11_30.csv,2387,342,1227,1464,0.41944,sign
254,254,59,Person11_30.csv,2307,384,1360,1374,0.29186999999999996,silverStraw
255,255,60,Person11_4.csv,1880,1266,1094,450,0.25094,eyeball
256,256,60,Person11_4.csv,1067,996,1574,810,0.38321,partyFavor
257,257,60,Person11_4.csv,2267,576,374,516,0.31916,pinkCandle
258,258,60,Person11_4.csv,1814,132,1240,1638,0.5423399999999999,sign
259,259,61,Person11_5.csv,1747,204,1920,1266,0.34297,cupcakePaper
260,260,61,Person11_5.csv,707,6,1174,1086,0.4977,sign
261,261,61,Person11_5.csv,480,36,2160,1302,0.4186,silverStraw
262,262,62,Person11_6.csv,1800,612,1800,1194,0.31978,cupcakePaper
263,263,62,Person11_6.csv,1094,6,947,1134,0.46162,sign
264,264,62,Person11_6.csv,467,6,2200,1386,0.27971,silverStraw
265,265,63,Person11_7.csv,1854,666,1694,1104,0.33546,cupcakePaper
266,266,63,Person11_7.csv,1640,6,1000,1266,0.46876999999999996,sign
267,267,63,Person11_7.csv,14,510,2294,1146,0.28367,yellowBag
268,268,64,Person11_8.csv,1187,174,1907,1320,0.31401,cupcakePaper
269,269,64,Person11_8.csv,14,24,894,1614,0.28003,sign
270,270,65,Person11_9.csv,134,144,1734,1110,0.28343,cupcakePaper
271,271,65,Person11_9.csv,2000,804,840,318,0.26932,eyeball
272,272,65,Person11_9.csv,987,6,587,1488,0.26655999999999996,sign
273,273,66,Person12_1.csv,3629,1993,1227,761,0.32144,eyeball
274,274,66,Person12_1.csv,3405,2086,225,1037,0.28631999999999996,pinkCandle
275,275,66,Person12_1.csv,3163,2063,1504,530,0.28486,blueSunglasses
276,276,67,Person12_10.csv,1037,600,2817,1959,0.34051,canadaPencil
277,277,67,Person12_10.csv,709,1567,1089,611,0.27093,eyeball
278,278,67,Person12_10.csv,398,576,4009,2028,0.60441,noisemaker
279,279,67,Person12_10.csv,1176,1164,260,1406,0.25290999999999997,pinkCandle
280,280,68,Person12_11.csv,1832,2074,1106,1394,0.26503000000000004,cloudSign
281,281,68,Person12_11.csv,1141,1268,1089,738,0.2748,eyeball
282,282,68,Person12_11.csv,4476,1129,294,1440,0.29146,pinkCandle
283,283,68,Person12_11.csv,3197,1060,2005,2063,0.28861,pumpkinNotes
284,284,68,Person12_11.csv,1780,1464,1245,2005,0.35226,sign
285,285,69,Person12_12.csv,1106,358,1884,1993,0.2551,birdCall
286,286,69,Person12_12.csv,1832,795,1089,1060,0.42383000000000004,cloudSign
287,287,69,Person12_12.csv,1141,611,1020,1026,0.27935,eyeball
288,288,69,Person12_12.csv,778,553,294,1118,0.30163,pinkCandle
289,289,69,Person12_12.csv,1141,1210,3232,2258,0.31955,pumpkinNotes
290,290,69,Person12_12.csv,1642,438,778,3030,0.49298000000000003,sign
291,291,69,Person12_12.csv,1417,1187,3456,2281,0.43854,yellowBalloon
292,292,69,Person12_12.csv,1141,968,1798,761,0.51062,blueSunglasses
293,293,69,Person12_12.csv,1331,749,1435,1245,0.46908,hairClip
294,294,69,Person12_12.csv,1746,991,588,634,0.26327,lavenderDie
295,295,69,Person12_12.csv,1487,1026,3318,2443,0.6250600000000001,yellowBag
296,296,70,Person12_13.csv,4079,957,1124,818,0.25493000000000005,eyeball
297,297,71,Person12_14.csv,3370,853,1694,1440,0.2516,cloudSign
298,298,71,Person12_14.csv,536,12,3733,2235,0.40091,yellowBag
299,299,72,Person12_15.csv,2472,81,450,415,0.2986,cloudSign
300,300,72,Person12_15.csv,1608,1291,1590,1118,0.4521,eyeball
301,301,72,Person12_15.csv,1798,1498,1884,1164,0.31681,redWhistle
302,302,72,Person12_15.csv,2126,1602,571,496,0.30719,lavenderDie
303,303,72,Person12_15.csv,18,519,3232,2673,0.25545,yellowBag
304,304,73,Person12_2.csv,2247,911,1003,1809,0.30204000000000003,cloudSign
305,305,73,Person12_2.csv,18,254,1953,2189,0.25109000000000004,cupcakePaper
306,306,73,Person12_2.csv,3076,1037,1642,634,0.29464,eyeball
307,307,74,Person12_3.csv,2886,1487,2316,1648,0.34026,canadaPencil
308,308,74,Person12_3.csv,1193,991,1728,807,0.25042,eyeball
309,309,74,Person12_3.csv,2299,12,2904,2201,0.268,yellowBag
310,310,76,Person12_5.csv,1901,1717,934,1210,0.483,eyeball
311,311,76,Person12_5.csv,2886,2258,2316,1210,0.25604,yellowBag
312,312,77,Person12_6.csv,778,1049,1746,1579,0.34231,cloudSign
313,313,77,Person12_6.csv,18,12,2264,1844,0.25328,cupcakePaper
314,314,77,Person12_6.csv,1780,1152,1227,922,0.25077,eyeball
315,315,77,Person12_6.csv,519,1383,2281,1429,0.5301600000000001,metalKey
316,316,77,Person12_6.csv,985,795,2109,2120,0.3487,partyFavor
317,317,77,Person12_6.csv,1020,1590,519,1014,0.26925,pinkCandle
318,318,77,Person12_6.csv,571,680,2178,2788,0.37824,sign
319,319,77,Person12_6.csv,744,1752,1849,657,0.36932,blueSunglasses
320,320,78,Person12_7.csv,2575,12,1124,876,0.3681,eyeball
321,321,78,Person12_7.csv,18,1498,2333,1970,0.38525,pumpkinNotes
322,322,78,Person12_7.csv,2454,277,1400,646,0.35054,blueSunglasses
323,323,78,Person12_7.csv,1037,81,3508,2028,0.25977,yellowBag
324,324,79,Person12_8.csv,2264,1245,899,738,0.31351,eyeball
325,325,79,Person12_8.csv,3111,335,1521,519,0.30504000000000003,blueSunglasses
326,326,79,Person12_8.csv,2109,1279,605,600,0.71554,lavenderDie
327,327,79,Person12_8.csv,1763,818,2748,2535,0.5849300000000001,yellowBag
328,328,81,Person13_1.csv,888,726,1963,1190,0.38448000000000004,birdCall
329,329,81,Person13_1.csv,1479,7,1963,1065,0.25136,canadaPencil
330,330,81,Person13_1.csv,417,314,1156,889,0.46061,cloudSign
331,331,81,Person13_1.csv,1143,412,1479,1007,0.29641,cupcakePaper
332,332,81,Person13_1.csv,1479,1255,1344,458,0.34396,eyeball
333,333,81,Person13_1.csv,498,7,1600,1065,0.36451,partyFavor
334,334,81,Person13_1.csv,874,419,269,706,0.2656,pinkCandle
335,335,81,Person13_1.csv,457,314,2245,1190,0.50765,pumpkinNotes
336,336,81,Person13_1.csv,888,7,269,1353,0.44635,sign
337,337,81,Person13_1.csv,538,118,2111,1588,0.27285,trophy
338,338,81,Person13_1.csv,1022,321,1721,602,0.40599,blueSunglasses
339,339,81,Person13_1.csv,484,288,1062,713,0.29662,hairClip
340,340,81,Person13_1.csv,780,471,1613,1451,0.25934,stickerBox
341,341,82,Person13_10.csv,2003,406,861,451,0.28648,eyeball
342,342,82,Person13_10.csv,1398,281,1506,667,0.27598,metalKey
343,343,82,Person13_10.csv,2016,66,256,856,0.26914,pinkCandle
344,344,82,Person13_10.csv,2594,144,1439,1791,0.61639,sign
345,345,82,Person13_10.csv,1304,301,1721,647,0.5558,blueSunglasses
346,346,82,Person13_10.csv,1842,210,1197,876,0.56653,hairClip
347,347,82,Person13_10.csv,14,582,2460,1386,0.31434,yellowBag
348,348,83,Person13_11.csv,928,275,1882,1255,0.6221800000000001,birdCall
349,349,83,Person13_11.csv,1156,700,820,686,0.34492,cloudSign
350,350,83,Person13_11.csv,968,504,1197,549,0.42258,eyeball
351,351,83,Person13_11.csv,847,373,2084,1346,0.43421000000000004,pumpkinNotes
352,352,83,Person13_11.csv,659,549,1828,1033,0.25858000000000003,trophy
353,353,83,Person13_11.csv,1748,869,1385,340,0.39503,blueSunglasses
354,354,83,Person13_11.csv,995,484,1183,876,0.47141000000000005,hairClip
355,355,84,Person13_12.csv,1398,477,1492,856,0.2549,birdCall
356,356,84,Person13_12.csv,1869,915,1129,798,0.33359,cloudSign
357,357,84,Person13_12.csv,1210,490,1277,569,0.32400999999999996,eyeball
358,358,84,Person13_12.csv,2339,1157,793,628,0.49736,pinkCandle
359,359,84,Person13_12.csv,888,484,820,1379,0.28213,sign
360,360,84,Person13_12.csv,1210,530,1909,1046,0.40205,trophy
361,361,84,Person13_12.csv,968,784,1237,223,0.29525999999999997,blueSunglasses
362,362,84,Person13_12.csv,1586,641,1129,869,0.76247,hairClip
363,363,85,Person13_13.csv,363,909,1277,817,0.49188999999999994,cloudSign
364,364,85,Person13_13.csv,1156,758,1425,856,0.41163,cupcakePaper
365,365,85,Person13_13.csv,229,1274,982,392,0.29077,eyeball
366,366,85,Person13_13.csv,229,804,1519,811,0.43327,partyFavor
367,367,85,Person13_13.csv,807,876,390,647,0.29013,pinkCandle
368,368,85,Person13_13.csv,793,249,982,1588,0.30053,sign
369,369,85,Person13_13.csv,968,1170,1250,301,0.25118,blueSunglasses
370,370,85,Person13_13.csv,1412,7,2635,954,0.34783000000000003,yellowBag
371,371,86,Person13_14.csv,1103,144,1560,1778,0.35777,canadaPencil
372,372,86,Person13_14.csv,1318,20,1089,909,0.27199,cloudSign
373,373,86,Person13_14.csv,1439,125,2030,1274,0.28634,cupcakePaper
374,374,86,Person13_14.csv,1936,7,2111,1516,0.48801000000000005,pumpkinNotes
